,Drug,Samples,AUC ROC,AUC PRC,Time,AUC RF,AUC XGB,AUC CatB
0,DRV,1116,0.9761451247165533,0.9032672466141191,1.9322655200958252,0.9673525489074921,0.9628761509822208,0.9686748715785111
