,Drug,Samples,AUC ROC,Time,AUC RF,AUC XGB,AUC CatB
0,RPV,188,0.8887121451936265,0.5743682384490967,0.8015418444815087,0.8343477029042965,0.8492291861374508
1,ETR,984,0.9096228310938916,2.679563045501709,0.8869901351870266,0.8994530957915737,0.9117004880936701
2,NVP,2210,0.9236240089176865,6.446916341781616,0.885532686980764,0.8897187831871515,0.9015087905285348
3,EFV,2212,0.9278029590248789,6.394935131072998,0.9072558546747483,0.9249637928530674,0.9319516546937822
